business_id,business_name,plan_tier,seats,mrr,signup_date,renewal_date,is_power_user_seed
BUS-003229,Globex Auto,Free,1,0.0,2023-07-13,2026-07-12,False
BUS-003230,Apex Works,Free,2,0.0,2023-12-31,2026-12-30,False
BUS-003231,Nova Logistics,Premium,15,379.9,2024-02-18,2027-02-17,False
BUS-003232,Summit Builders,Mid,15,57.56,2024-04-24,2027-04-24,True
BUS-003233,Bright Supply,Free,1,0.0,2023-11-13,2026-11-12,False
BUS-003234,Quantum Group,Premium,97,333.7,2025-04-13,2027-04-13,False
BUS-003235,Vertex Works,Free,2,0.0,2024-03-24,2027-03-24,False
BUS-003236,Nova Group,Free,1,0.0,2024-03-06,2027-03-06,False
BUS-003237,Cedar Retail,Premium,25,203.08,2025-07-08,2026-07-08,False
BUS-003238,Harbor Builders,Mid,13,39.62,2024-05-31,2027-05-31,False
BUS-003239,Globex Partners,Mid,4,77.54,2023-06-18,2026-06-17,False
BUS-003240,Bright Studios,Premium,86,720.22,2025-10-16,2026-10-16,False
BUS-003241,Apex Builders,Mid,14,51.78,2025-11-12,2026-11-12,False
BUS-003242,Quantum Studios,Free,3,0.0,2024-06-10,2026-06-10,False
BUS-003243,Globex Auto,Mid,7,96.31,2025-04-17,2027-04-17,False
BUS-003244,Cedar Retail,Free,1,0.0,2024-12-18,2026-12-18,False
BUS-003245,Initech Logistics,Premium,14,635.35,2024-12-27,2026-12-27,False
BUS-003246,Pioneer Builders,Mid,8,89.38,2023-07-17,2026-07-16,False
BUS-003247,Cedar Partners,Free,2,0.0,2024-02-25,2027-02-24,False
BUS-003248,Cedar Media,Free,2,0.0,2024-02-02,2027-02-01,False
BUS-003249,Pioneer Partners,Premium,56,730.23,2023-11-22,2026-11-21,False
BUS-003250,Apex Logistics,Premium,44,385.82,2023-07-10,2026-07-09,False
BUS-003251,Initech Consulting,Free,2,0.0,2025-08-18,2026-08-18,False
BUS-003252,Acme Media,Free,2,0.0,2026-03-20,2027-03-20,False
BUS-003253,Initech Media,Premium,89,700.24,2024-08-15,2026-08-15,False
BUS-003254,Harbor Auto,Free,2,0.0,2025-07-16,2026-07-16,False
BUS-003255,Quantum Labs,Mid,9,51.15,2023-11-02,2026-11-01,False
BUS-003256,Quantum Auto,Free,2,0.0,2025-07-29,2026-07-29,False
BUS-003257,Umbra Health,Mid,12,99.11,2024-11-06,2026-11-06,False
BUS-003258,Stellar Foods,Free,3,0.0,2024-11-08,2026-11-08,False
BUS-003259,Harbor Health,Mid,5,95.87,2025-09-08,2026-09-08,False
BUS-003260,Bright Foods,Free,1,0.0,2023-10-20,2026-10-19,False
BUS-003261,Umbra Partners,Mid,10,45.82,2026-03-28,2027-03-28,True
BUS-003262,Umbra Logistics,Premium,55,701.85,2025-07-18,2026-07-18,False
BUS-003263,Initech Builders,Free,3,0.0,2023-11-02,2026-11-01,False
BUS-003264,Cedar Consulting,Free,1,0.0,2024-04-22,2027-04-22,False
BUS-003265,Cedar Builders,Free,3,0.0,2023-10-04,2026-10-03,False
BUS-003266,Cobalt Retail,Mid,13,92.32,2023-07-19,2026-07-18,True
BUS-003267,Bright Media,Mid,5,90.88,2026-03-14,2027-03-14,False
BUS-003268,Iron Works,Premium,28,283.54,2023-11-06,2026-11-05,False
BUS-003269,Harbor Group,Free,2,0.0,2024-02-05,2027-02-04,False
BUS-003270,Umbra Builders,Free,2,0.0,2026-04-28,2027-04-28,False
BUS-003271,Nova Works,Premium,92,646.45,2024-05-03,2027-05-03,False
BUS-003272,Harbor Trading,Premium,18,164.75,2024-04-12,2027-04-12,False
BUS-003273,Vertex Studios,Free,1,0.0,2023-08-18,2026-08-17,False
BUS-003274,Iron Retail,Free,1,0.0,2024-07-19,2026-07-19,False
BUS-003275,Quantum Bakery,Free,1,0.0,2024-08-26,2026-08-26,False
BUS-003276,Vertex Trading,Mid,6,83.41,2025-11-08,2026-11-08,False
BUS-003277,Pioneer Auto,Free,1,0.0,2024-03-21,2027-03-21,False
BUS-003278,Acme Consulting,Mid,11,84.29,2025-05-09,2027-05-09,False
BUS-003279,Pioneer Auto,Mid,13,89.92,2024-12-16,2026-12-16,False
BUS-003280,Nova Consulting,Mid,16,76.15,2025-02-22,2027-02-22,False
BUS-003281,Quantum Retail,Free,3,0.0,2023-11-10,2026-11-09,False
BUS-003282,Summit Auto,Premium,87,514.75,2026-05-02,2027-05-02,False
BUS-003283,Pioneer Foods,Premium,98,566.1,2025-02-04,2027-02-04,False
BUS-003284,Initech Auto,Free,2,0.0,2023-12-12,2026-12-11,False
BUS-003285,Iron Trading,Premium,70,388.26,2026-01-24,2027-01-24,False
BUS-003286,Umbra Consulting,Free,2,0.0,2023-07-20,2026-07-19,False
BUS-003287,Umbra Studios,Mid,6,56.68,2025-10-14,2026-10-14,True
BUS-003288,Vertex Logistics,Free,2,0.0,2025-02-03,2027-02-03,False
BUS-003289,Cedar Builders,Premium,73,549.73,2023-11-26,2026-11-25,False
BUS-003290,Nova Studios,Mid,10,44.02,2023-11-10,2026-11-09,False
BUS-003291,Nova Consulting,Free,1,0.0,2025-06-26,2026-06-26,False
BUS-003292,Summit Builders,Premium,75,160.13,2025-09-29,2026-09-29,False
BUS-003293,Vertex Consulting,Premium,54,486.13,2025-06-23,2026-06-23,False
BUS-003294,Harbor Retail,Mid,8,58.35,2024-03-23,2027-03-23,False
BUS-003295,Quantum Partners,Free,1,0.0,2024-02-27,2027-02-26,False
BUS-003296,Globex Builders,Premium,41,190.0,2025-09-12,2026-09-12,False
BUS-003297,Umbra Foods,Free,2,0.0,2024-10-17,2026-10-17,False
BUS-003298,Quantum Health,Free,3,0.0,2024-07-28,2026-07-28,False
BUS-003299,Initech Foods,Mid,13,69.32,2025-07-04,2026-07-04,True
BUS-003300,Summit Supply,Mid,5,58.09,2026-01-07,2027-01-07,False
BUS-003301,Pioneer Supply,Free,3,0.0,2023-09-08,2026-09-07,False
BUS-003302,Cobalt Trading,Free,3,0.0,2024-10-15,2026-10-15,False
BUS-003303,Vertex Logistics,Free,2,0.0,2025-12-07,2026-12-07,False
BUS-003304,Initech Logistics,Free,2,0.0,2024-11-02,2026-11-02,False
BUS-003305,Acme Logistics,Mid,17,77.13,2024-06-28,2026-06-28,False
BUS-003306,Iron Partners,Mid,9,71.47,2025-02-25,2027-02-25,False
BUS-003307,Cobalt Labs,Free,1,0.0,2026-01-01,2027-01-01,False
BUS-003308,Acme Logistics,Mid,3,47.75,2023-11-26,2026-11-25,False
BUS-003309,Initech Studios,Mid,13,64.73,2025-07-30,2026-07-30,False
BUS-003310,Bright Supply,Free,1,0.0,2024-12-22,2026-12-22,False
BUS-003311,Apex Trading,Free,3,0.0,2023-10-18,2026-10-17,False
BUS-003312,Cobalt Partners,Mid,11,63.22,2025-12-04,2026-12-04,True
BUS-003313,Nova Works,Free,3,0.0,2025-04-20,2027-04-20,False
BUS-003314,Cobalt Group,Mid,13,83.52,2023-10-05,2026-10-04,False
BUS-003315,Summit Retail,Free,3,0.0,2025-03-05,2027-03-05,False
BUS-003316,Harbor Health,Free,1,0.0,2024-03-13,2027-03-13,False
BUS-003317,Vertex Foods,Free,3,0.0,2024-06-18,2026-06-18,False
BUS-003318,Umbra Logistics,Free,1,0.0,2025-06-14,2026-06-14,False
BUS-003319,Cobalt Supply,Free,1,0.0,2024-05-20,2027-05-20,False
BUS-003320,Summit Partners,Free,2,0.0,2023-10-13,2026-10-12,False
BUS-003321,Nova Group,Free,1,0.0,2026-05-02,2027-05-02,False
BUS-003322,Bright Partners,Premium,69,387.39,2024-08-09,2026-08-09,False
BUS-003323,Iron Health,Free,3,0.0,2023-10-30,2026-10-29,False
BUS-003324,Apex Auto,Premium,21,401.87,2025-03-18,2027-03-18,False
BUS-003325,Harbor Trading,Free,1,0.0,2024-11-24,2026-11-24,False
BUS-003326,Harbor Foods,Free,1,0.0,2024-05-12,2027-05-12,False
BUS-003327,Cedar Group,Free,1,0.0,2024-03-05,2027-03-05,False
BUS-003328,Pioneer Studios,Mid,10,60.9,2025-09-21,2026-09-21,False
BUS-003329,Pioneer Works,Mid,9,45.59,2025-03-09,2027-03-09,True
BUS-003330,Vertex Works,Mid,5,55.76,2025-09-21,2026-09-21,True
BUS-003331,Summit Foods,Free,1,0.0,2023-12-13,2026-12-12,False
BUS-003332,Harbor Supply,Premium,50,518.45,2023-05-26,2027-05-25,False
BUS-003333,Bright Foods,Free,2,0.0,2024-01-08,2027-01-07,False
BUS-003334,Summit Foods,Free,2,0.0,2024-11-14,2026-11-14,False
BUS-003335,Summit Bakery,Free,2,0.0,2025-12-06,2026-12-06,False
BUS-003336,Quantum Builders,Free,3,0.0,2024-12-20,2026-12-20,False
BUS-003337,Quantum Builders,Free,2,0.0,2024-09-28,2026-09-28,False
BUS-003338,Nova Foods,Premium,43,160.31,2025-05-19,2027-05-19,False
BUS-003339,Bright Studios,Free,2,0.0,2023-07-14,2026-07-13,False
BUS-003340,Cedar Bakery,Mid,10,80.65,2025-02-11,2027-02-11,False
BUS-003341,Iron Studios,Free,1,0.0,2026-04-18,2027-04-18,False
BUS-003342,Cobalt Trading,Free,1,0.0,2025-09-11,2026-09-11,False
BUS-003343,Pioneer Retail,Free,2,0.0,2023-06-07,2026-06-06,False
BUS-003344,Pioneer Media,Free,3,0.0,2024-01-10,2027-01-09,False
BUS-003345,Nova Trading,Free,3,0.0,2025-08-07,2026-08-07,False
BUS-003346,Cedar Group,Free,1,0.0,2024-08-24,2026-08-24,False
BUS-003347,Quantum Trading,Mid,9,95.02,2025-07-05,2026-07-05,False
BUS-003348,Umbra Retail,Mid,5,92.81,2024-05-06,2027-05-06,True
BUS-003349,Apex Retail,Mid,10,53.33,2024-02-19,2027-02-18,False
BUS-003350,Acme Group,Free,2,0.0,2023-09-12,2026-09-11,False
BUS-003351,Initech Builders,Premium,20,703.62,2025-02-11,2027-02-11,False
BUS-003352,Apex Supply,Mid,11,50.88,2024-11-19,2026-11-19,False
BUS-003353,Pioneer Trading,Free,1,0.0,2025-02-02,2027-02-02,False
BUS-003354,Bright Consulting,Premium,47,684.15,2025-04-09,2027-04-09,False
BUS-003355,Stellar Health,Premium,27,170.09,2024-12-11,2026-12-11,False
BUS-003356,Bright Retail,Free,1,0.0,2024-11-08,2026-11-08,False
BUS-003357,Bright Supply,Mid,3,51.09,2023-10-24,2026-10-23,False
BUS-003358,Harbor Studios,Mid,11,88.18,2026-02-27,2027-02-27,False
BUS-003359,Initech Partners,Mid,7,56.7,2026-01-22,2027-01-22,True
BUS-003360,Iron Builders,Free,2,0.0,2025-12-24,2026-12-24,False
BUS-003361,Stellar Media,Free,1,0.0,2024-08-24,2026-08-24,False
BUS-003362,Globex Consulting,Free,1,0.0,2024-04-14,2027-04-14,False
BUS-003363,Bright Supply,Free,3,0.0,2024-10-07,2026-10-07,False
BUS-003364,Vertex Retail,Free,2,0.0,2024-06-14,2026-06-14,False
BUS-003365,Quantum Labs,Free,3,0.0,2025-06-25,2026-06-25,False
BUS-003366,Apex Bakery,Free,1,0.0,2024-06-27,2026-06-27,False
BUS-003367,Acme Foods,Free,1,0.0,2025-01-19,2027-01-19,False
BUS-003368,Iron Logistics,Free,2,0.0,2023-09-18,2026-09-17,False
BUS-003369,Pioneer Labs,Mid,4,76.92,2023-12-10,2026-12-09,False
BUS-003370,Cobalt Auto,Free,2,0.0,2025-07-18,2026-07-18,False
BUS-003371,Pioneer Retail,Mid,8,47.44,2026-01-08,2027-01-08,False
BUS-003372,Cedar Partners,Free,1,0.0,2025-01-17,2027-01-17,False
BUS-003373,Cedar Studios,Free,1,0.0,2025-02-15,2027-02-15,False
BUS-003374,Iron Logistics,Free,3,0.0,2024-09-05,2026-09-05,False
BUS-003375,Initech Works,Premium,84,635.7,2026-04-01,2027-04-01,False
BUS-003376,Pioneer Trading,Mid,5,76.33,2025-08-06,2026-08-06,False
BUS-003377,Cedar Works,Free,3,0.0,2024-01-08,2027-01-07,False
BUS-003378,Cobalt Media,Mid,4,88.22,2023-09-02,2026-09-01,False
BUS-003379,Globex Supply,Mid,9,37.41,2025-04-25,2027-04-25,False
BUS-003380,Iron Studios,Free,3,0.0,2025-01-24,2027-01-24,False
BUS-003381,Initech Consulting,Mid,10,74.02,2024-06-08,2026-06-08,False
BUS-003382,Harbor Supply,Free,3,0.0,2026-02-11,2027-02-11,False
BUS-003383,Cedar Studios,Free,3,0.0,2024-10-04,2026-10-04,False
BUS-003384,Iron Logistics,Premium,72,299.46,2025-04-15,2027-04-15,False
BUS-003385,Umbra Works,Mid,4,39.1,2025-11-09,2026-11-09,False
BUS-003386,Bright Trading,Premium,15,291.42,2024-05-25,2027-05-25,False
BUS-003387,Globex Partners,Mid,17,98.32,2025-12-04,2026-12-04,False
BUS-003388,Nova Auto,Free,1,0.0,2025-01-28,2027-01-28,False
BUS-003389,Pioneer Consulting,Free,3,0.0,2024-12-05,2026-12-05,False
BUS-003390,Vertex Consulting,Mid,14,92.0,2025-09-22,2026-09-22,False
BUS-003391,Cedar Foods,Free,2,0.0,2024-03-01,2027-03-01,False
BUS-003392,Vertex Labs,Free,2,0.0,2025-04-27,2027-04-27,False
BUS-003393,Nova Bakery,Free,2,0.0,2025-07-02,2026-07-02,False
BUS-003394,Cedar Supply,Free,2,0.0,2024-07-17,2026-07-17,False
BUS-003395,Stellar Retail,Mid,6,93.61,2026-05-01,2027-05-01,False
BUS-003396,Summit Partners,Premium,47,331.23,2026-03-28,2027-03-28,False
BUS-003397,Acme Builders,Free,3,0.0,2024-06-26,2026-06-26,False
BUS-003398,Pioneer Supply,Free,1,0.0,2026-04-13,2027-04-13,False
BUS-003399,Iron Partners,Mid,13,54.46,2024-08-01,2026-08-01,False
BUS-003400,Apex Group,Free,3,0.0,2025-04-27,2027-04-27,False
BUS-003401,Cedar Consulting,Mid,6,41.2,2024-07-25,2026-07-25,False
BUS-003402,Harbor Consulting,Free,2,0.0,2023-09-06,2026-09-05,False
BUS-003403,Acme Group,Free,2,0.0,2025-06-24,2026-06-24,False
BUS-003404,Initech Studios,Free,2,0.0,2024-05-19,2027-05-19,False
BUS-003405,Vertex Studios,Mid,5,31.94,2024-04-09,2027-04-09,False
BUS-003406,Nova Media,Mid,4,34.99,2024-01-15,2027-01-14,False
BUS-003407,Quantum Group,Free,3,0.0,2024-02-01,2027-01-31,False
BUS-003408,Bright Consulting,Free,3,0.0,2025-06-23,2026-06-23,False
BUS-003409,Apex Logistics,Mid,14,50.77,2025-05-01,2027-05-01,True
BUS-003410,Acme Media,Free,2,0.0,2023-06-16,2026-06-15,False
BUS-003411,Quantum Trading,Free,1,0.0,2025-09-27,2026-09-27,False
BUS-003412,Vertex Logistics,Free,3,0.0,2025-01-30,2027-01-30,False
BUS-003413,Vertex Logistics,Mid,4,42.37,2025-06-28,2026-06-28,True
BUS-003414,Umbra Auto,Free,2,0.0,2023-06-22,2026-06-21,False
BUS-003415,Cobalt Supply,Free,2,0.0,2024-01-01,2026-12-31,False
BUS-003416,Umbra Media,Free,1,0.0,2025-10-04,2026-10-04,False
BUS-003417,Apex Health,Free,3,0.0,2026-01-05,2027-01-05,False
BUS-003418,Globex Supply,Premium,27,652.3,2026-05-03,2027-05-03,False
BUS-003419,Iron Partners,Free,3,0.0,2023-07-20,2026-07-19,False
BUS-003420,Harbor Supply,Free,2,0.0,2023-06-03,2027-06-02,False
BUS-003421,Umbra Group,Mid,7,96.2,2024-02-07,2027-02-06,False
BUS-003422,Nova Group,Mid,6,50.73,2025-04-30,2027-04-30,True
BUS-003423,Initech Trading,Mid,5,35.26,2025-04-25,2027-04-25,True
BUS-003424,Stellar Bakery,Free,3,0.0,2024-12-02,2026-12-02,False
BUS-003425,Umbra Logistics,Free,2,0.0,2023-06-23,2026-06-22,False
BUS-003426,Nova Group,Free,3,0.0,2023-11-02,2026-11-01,False
BUS-003427,Umbra Consulting,Mid,12,98.37,2024-10-13,2026-10-13,False
BUS-003428,Acme Trading,Free,1,0.0,2025-09-19,2026-09-19,False
BUS-003429,Bright Labs,Free,2,0.0,2023-12-22,2026-12-21,False
BUS-003430,Pioneer Retail,Mid,14,41.77,2026-04-30,2027-04-30,True
BUS-003431,Umbra Labs,Mid,11,53.57,2024-02-13,2027-02-12,False
BUS-003432,Vertex Builders,Free,1,0.0,2024-07-05,2026-07-05,False
BUS-003433,Acme Auto,Free,3,0.0,2025-01-08,2027-01-08,False
BUS-003434,Globex Trading,Mid,5,94.74,2025-05-19,2027-05-19,False
BUS-003435,Vertex Works,Free,3,0.0,2023-12-01,2026-11-30,False
BUS-003436,Stellar Supply,Mid,17,47.08,2025-01-24,2027-01-24,False
BUS-003437,Bright Logistics,Mid,17,97.18,2025-02-19,2027-02-19,False
BUS-003438,Apex Consulting,Free,3,0.0,2025-09-13,2026-09-13,False
BUS-003439,Bright Health,Free,1,0.0,2024-12-13,2026-12-13,False
BUS-003440,Stellar Studios,Premium,23,150.49,2025-12-03,2026-12-03,False
BUS-003441,Nova Bakery,Mid,15,40.98,2025-01-27,2027-01-27,False
BUS-003442,Vertex Works,Mid,16,65.57,2025-01-31,2027-01-31,False
BUS-003443,Acme Supply,Mid,14,89.93,2023-09-01,2026-08-31,False
BUS-003444,Globex Group,Premium,71,445.81,2025-10-22,2026-10-22,False
BUS-003445,Umbra Builders,Mid,14,55.92,2025-05-27,2027-05-27,True
BUS-003446,Iron Works,Free,1,0.0,2025-08-17,2026-08-17,False
BUS-003447,Umbra Auto,Premium,24,426.39,2023-07-09,2026-07-08,False
BUS-003448,Summit Auto,Premium,63,497.73,2024-12-15,2026-12-15,False
BUS-003449,Nova Supply,Mid,5,81.41,2026-03-31,2027-03-31,False
BUS-003450,Apex Consulting,Free,3,0.0,2024-02-07,2027-02-06,False
BUS-003451,Iron Retail,Mid,8,70.23,2025-10-24,2026-10-24,True
BUS-003452,Harbor Media,Free,3,0.0,2025-06-06,2026-06-06,False
BUS-003453,Acme Works,Free,2,0.0,2023-11-25,2026-11-24,False
BUS-003454,Cobalt Studios,Mid,17,39.56,2026-03-19,2027-03-19,False
BUS-003455,Iron Supply,Mid,9,59.61,2024-08-19,2026-08-19,True
BUS-003456,Iron Health,Free,3,0.0,2026-04-27,2027-04-27,False
BUS-003457,Summit Supply,Mid,10,47.84,2024-05-14,2027-05-14,False
BUS-003458,Summit Bakery,Free,3,0.0,2025-04-03,2027-04-03,False
BUS-003459,Iron Media,Free,1,0.0,2024-09-20,2026-09-20,False
BUS-003460,Apex Health,Free,3,0.0,2025-09-28,2026-09-28,False
BUS-003461,Vertex Supply,Mid,11,31.96,2024-09-18,2026-09-18,False
BUS-003462,Globex Consulting,Premium,51,728.91,2025-09-04,2026-09-04,False
BUS-003463,Apex Supply,Free,2,0.0,2026-02-13,2027-02-13,False
BUS-003464,Acme Consulting,Free,3,0.0,2025-12-30,2026-12-30,False
BUS-003465,Umbra Foods,Free,2,0.0,2024-04-30,2027-04-30,False
BUS-003466,Globex Media,Free,3,0.0,2025-04-10,2027-04-10,False
BUS-003467,Cobalt Builders,Free,3,0.0,2025-01-04,2027-01-04,False
BUS-003468,Quantum Labs,Mid,14,99.64,2024-05-23,2027-05-23,False
BUS-003469,Acme Trading,Free,2,0.0,2024-04-06,2027-04-06,False
BUS-003470,Apex Supply,Free,1,0.0,2024-05-28,2027-05-28,False
BUS-003471,Stellar Labs,Free,3,0.0,2024-05-06,2027-05-06,False
BUS-003472,Cedar Retail,Premium,55,382.44,2025-10-18,2026-10-18,False
BUS-003473,Globex Partners,Mid,11,76.55,2024-09-09,2026-09-09,False
BUS-003474,Vertex Group,Premium,12,542.18,2023-09-11,2026-09-10,False
BUS-003475,Bright Auto,Premium,14,168.74,2025-03-13,2027-03-13,False
BUS-003476,Summit Health,Premium,25,178.56,2024-10-26,2026-10-26,False
BUS-003477,Apex Partners,Premium,42,228.92,2026-02-05,2027-02-05,False
BUS-003478,Apex Auto,Free,2,0.0,2023-12-22,2026-12-21,False
BUS-003479,Nova Studios,Free,1,0.0,2024-03-22,2027-03-22,False
BUS-003480,Cobalt Studios,Free,2,0.0,2023-11-23,2026-11-22,False
BUS-003481,Vertex Consulting,Free,2,0.0,2025-05-04,2027-05-04,False
BUS-003482,Quantum Retail,Free,1,0.0,2024-06-24,2026-06-24,False
BUS-003483,Acme Builders,Premium,92,545.94,2023-11-16,2026-11-15,False
BUS-003484,Summit Health,Free,2,0.0,2024-02-28,2027-02-27,False
BUS-003485,Harbor Consulting,Mid,8,56.07,2025-02-02,2027-02-02,False
BUS-003486,Harbor Labs,Free,1,0.0,2025-01-28,2027-01-28,False
BUS-003487,Summit Media,Free,1,0.0,2025-07-28,2026-07-28,False
BUS-003488,Quantum Supply,Mid,6,37.11,2026-01-09,2027-01-09,True
BUS-003489,Initech Partners,Free,1,0.0,2025-10-29,2026-10-29,False
BUS-003490,Iron Partners,Free,3,0.0,2025-07-15,2026-07-15,False
BUS-003491,Pioneer Media,Free,2,0.0,2024-12-16,2026-12-16,False
BUS-003492,Summit Consulting,Mid,8,68.79,2025-05-19,2027-05-19,False
BUS-003493,Umbra Media,Mid,8,39.8,2024-08-02,2026-08-02,True
BUS-003494,Iron Logistics,Free,3,0.0,2025-11-13,2026-11-13,False
BUS-003495,Pioneer Health,Free,1,0.0,2026-01-28,2027-01-28,False
BUS-003496,Quantum Auto,Mid,7,61.38,2024-08-13,2026-08-13,False
BUS-003497,Summit Bakery,Mid,8,84.07,2024-09-02,2026-09-02,False
BUS-003498,Iron Retail,Mid,16,62.29,2024-05-05,2027-05-05,False
BUS-003499,Globex Media,Free,3,0.0,2025-03-14,2027-03-14,False
BUS-003500,Quantum Retail,Free,3,0.0,2026-03-03,2027-03-03,False
BUS-003501,Initech Logistics,Free,1,0.0,2023-12-24,2026-12-23,False
BUS-003502,Vertex Group,Mid,6,87.78,2023-06-02,2027-06-01,False
BUS-003503,Initech Auto,Premium,75,434.66,2025-05-11,2027-05-11,False
BUS-003504,Bright Consulting,Mid,10,68.03,2025-03-28,2027-03-28,True
BUS-003505,Vertex Bakery,Free,1,0.0,2024-08-01,2026-08-01,False
BUS-003506,Harbor Retail,Free,2,0.0,2024-01-19,2027-01-18,False
BUS-003507,Globex Bakery,Premium,38,439.58,2023-06-21,2026-06-20,False
BUS-003508,Bright Partners,Free,1,0.0,2024-05-05,2027-05-05,False
BUS-003509,Cobalt Logistics,Free,2,0.0,2024-03-14,2027-03-14,False
BUS-003510,Apex Logistics,Mid,10,81.96,2025-06-06,2026-06-06,False
BUS-003511,Nova Builders,Premium,38,275.94,2024-02-13,2027-02-12,False
BUS-003512,Harbor Trading,Premium,90,626.32,2024-11-14,2026-11-14,False
BUS-003513,Umbra Trading,Mid,12,71.01,2026-03-06,2027-03-06,False
BUS-003514,Cobalt Foods,Free,3,0.0,2024-06-07,2026-06-07,False
BUS-003515,Initech Group,Mid,11,93.41,2024-06-06,2026-06-06,True
BUS-003516,Apex Builders,Mid,7,93.32,2025-05-21,2027-05-21,False
BUS-003517,Iron Auto,Mid,11,84.35,2024-09-02,2026-09-02,False
BUS-003518,Cobalt Media,Free,3,0.0,2024-04-05,2027-04-05,False
BUS-003519,Umbra Trading,Mid,12,54.4,2023-06-05,2026-06-04,True
BUS-003520,Iron Logistics,Free,1,0.0,2023-11-13,2026-11-12,False
BUS-003521,Iron Logistics,Mid,7,67.02,2025-04-15,2027-04-15,False
BUS-003522,Cedar Media,Free,2,0.0,2024-08-30,2026-08-30,False
BUS-003523,Vertex Supply,Mid,15,48.61,2025-03-08,2027-03-08,False
BUS-003524,Acme Retail,Premium,23,199.8,2025-02-13,2027-02-13,False
BUS-003525,Umbra Logistics,Free,2,0.0,2023-11-27,2026-11-26,False
BUS-003526,Initech Builders,Mid,12,99.03,2023-08-02,2026-08-01,False
BUS-003527,Vertex Bakery,Premium,53,495.86,2026-03-19,2027-03-19,False
BUS-003528,Pioneer Media,Free,3,0.0,2026-01-28,2027-01-28,False
BUS-003529,Stellar Foods,Free,2,0.0,2023-12-20,2026-12-19,False
BUS-003530,Acme Works,Mid,8,36.26,2024-08-01,2026-08-01,False
BUS-003531,Stellar Studios,Premium,11,611.28,2024-07-21,2026-07-21,False
BUS-003532,Quantum Logistics,Mid,3,82.23,2025-08-29,2026-08-29,True
BUS-003533,Cobalt Health,Free,3,0.0,2025-08-20,2026-08-20,False
BUS-003534,Umbra Foods,Free,2,0.0,2024-05-19,2027-05-19,False
BUS-003535,Umbra Bakery,Mid,3,70.18,2024-07-02,2026-07-02,False
BUS-003536,Nova Health,Free,2,0.0,2025-12-31,2026-12-31,False
BUS-003537,Apex Logistics,Free,2,0.0,2025-03-07,2027-03-07,False
BUS-003538,Stellar Supply,Premium,99,627.04,2023-07-23,2026-07-22,False
BUS-003539,Pioneer Supply,Mid,5,94.05,2025-11-24,2026-11-24,False
BUS-003540,Harbor Media,Mid,6,54.73,2026-01-01,2027-01-01,False
BUS-003541,Iron Foods,Premium,65,204.21,2024-09-14,2026-09-14,False
BUS-003542,Apex Foods,Free,2,0.0,2024-03-05,2027-03-05,False
BUS-003543,Umbra Bakery,Mid,12,43.02,2024-05-24,2027-05-24,False
BUS-003544,Globex Studios,Free,1,0.0,2024-02-20,2027-02-19,False
BUS-003545,Acme Consulting,Mid,17,46.8,2023-08-13,2026-08-12,False
BUS-003546,Bright Labs,Free,2,0.0,2024-03-21,2027-03-21,False
BUS-003547,Vertex Logistics,Free,1,0.0,2024-09-07,2026-09-07,False
BUS-003548,Initech Group,Free,2,0.0,2024-11-25,2026-11-25,False
BUS-003549,Harbor Retail,Free,1,0.0,2023-10-02,2026-10-01,False
BUS-003550,Bright Builders,Free,3,0.0,2024-08-29,2026-08-29,False
BUS-003551,Globex Retail,Free,2,0.0,2025-08-23,2026-08-23,False
BUS-003552,Acme Builders,Mid,11,30.09,2023-08-04,2026-08-03,False
BUS-003553,Bright Studios,Free,2,0.0,2025-03-03,2027-03-03,False
BUS-003554,Cedar Builders,Premium,75,673.42,2024-11-11,2026-11-11,False
BUS-003555,Harbor Retail,Free,3,0.0,2025-01-19,2027-01-19,False
BUS-003556,Bright Partners,Premium,83,397.06,2026-02-02,2027-02-02,False
BUS-003557,Vertex Consulting,Free,3,0.0,2026-04-27,2027-04-27,False
